	KyliePenticost	weathernetwork	taitrealty	Kingelin1	
lookhome	0.0	0.0	0.014143168468616855	0.0	
lookout	0.0	0.0	0.007071584234308427	0.0	
loom	0.0	0.007658298132627637	0.0	0.0	
looming	0.0	0.0038291490663138186	0.0	0.0	
looms	0.0	0.011487447198941455	0.0	0.0	
loonie	0.0	0.0038291490663138186	0.01060737635146264	0.0	
loopty	0.0	0.0038291490663138186	0.0	0.0	
loose	6.686190513703023E-4	0.0015892404528488064	0.0014674863182735332	0.0	
loosen	0.0	0.0	0.007071584234308427	0.0	
loosing	0.0032219693523215325	0.0	0.0	0.0	
lori	0.0016109846761607663	0.0019145745331569093	0.0	0.0	
lose	0.009665908056964597	0.0	0.0035357921171542137	0.0	
losers	0.0016109846761607663	0.0	0.01060737635146264	0.0	
loses	0.0	0.0	0.014143168468616855	0.0	
losing	0.0	0.0	0.007071584234308427	0.0	
loss	0.004011714308221813	0.0015892404528488064	0.0029349726365470665	0.0	
lost	0.0	0.0	0.0	0.0	
lot	0.007354809565073324	0.0	0.0014674863182735332	0.015391510040772369	
lots	0.0	0.0	0.0	0.0	
loud	0.016109846761607663	0.0	0.0	0.0	
louder	0.0032219693523215325	0.0	0.0	0.0	
louisiana	0.0	0.007658298132627637	0.0	0.0	
louislaw	0.0	0.0038291490663138186	0.0	0.0	
louisrielday	0.0	0.0038291490663138186	0.0	0.0	
lounge	0.0	0.0	0.0	0.024723083363979048	
lousy	0.0	0.0038291490663138186	0.0	0.0	
lovable	0.0032219693523215325	0.0	0.0	0.0	
love	0.0	0.0	0.0	0.0	
lovebirds	0.0	0.0038291490663138186	0.0	0.0	
loved	0.0	0.0	0.0	0.0	
loveinthewild	0.0032219693523215325	0.0	0.0	0.0	
loveisintheair	0.0032219693523215325	0.0	0.0	0.0	
loveit	0.01288787740928613	0.0	0.0	0.0	
lovell	0.0	0.0	0.007071584234308427	0.0	
lovelocal	0.006443938704643065	0.0	0.0	0.0	
lovely	0.006443938704643065	0.0038291490663138186	0.0	0.0	
lovemusic	0.0032219693523215325	0.0	0.0	0.0	
lovemyroomies	0.0032219693523215325	0.0	0.0	0.0	
lovemysaturdays	0.0032219693523215325	0.0	0.0	0.0	
lovepittsburgh	0.0032219693523215325	0.0	0.0	0.0	
lover	0.0	0.0038291490663138186	0.0	0.0	
lovers	0.0032219693523215325	0.0	0.0035357921171542137	0.0	
loves	0.006443938704643065	0.0	0.0	0.03708462504596857	
lovesummer	0.0032219693523215325	0.0	0.0	0.0	
lovesundaysattheaud	0.0032219693523215325	0.0	0.0	0.0	
lovesupport	0.0032219693523215325	0.0	0.0	0.0	
lovetv	0.0032219693523215325	0.0	0.0	0.0	
loveya	0.0032219693523215325	0.0	0.0	0.0	
loving	0.0048329540284822985	0.0019145745331569093	0.0	0.0	
low	6.686190513703023E-4	0.006356961811395226	0.0044024589548206	0.0	
lower	6.686190513703023E-4	0.0015892404528488064	0.007337431591367667	0.0	
lowest	0.0	0.0	0.007071584234308427	0.0	
lowpictwittercomjr	0.0	0.0038291490663138186	0.0	0.0	
lowrise	0.0	0.0	0.007071584234308427	0.0	
loyal	0.016109846761607663	0.0	0.0	0.0	
loyalty	0.01288787740928613	0.0	0.0	0.0	
lp	0.0	0.0038291490663138186	0.0	0.0	
lpk	0.0	0.0038291490663138186	0.0	0.0	
lqcsel	0.0	0.0038291490663138186	0.0	0.0	
lqjvv	0.0	0.0038291490663138186	0.0	0.0	
lqo	0.0	0.0038291490663138186	0.0	0.0	
lqr	0.0	0.0038291490663138186	0.0	0.0	
lquqilku	0.0	0.0038291490663138186	0.0	0.0	
lrn	0.0	0.0038291490663138186	0.0	0.0	
lrnlovrup	0.0	0.0038291490663138186	0.0	0.0	
lrwe	0.0	0.0038291490663138186	0.0	0.0	
ls	0.0	0.0019145745331569093	0.0	0.012361541681989524	
lsblf	0.0	0.0038291490663138186	0.0	0.0	
lt	0.0	0.0038291490663138186	0.0	0.0	
ltuji	0.0	0.0038291490663138186	0.0	0.0	
lu	0.0	0.0038291490663138186	0.0	0.0	
lucgsdd	0.0	0.0038291490663138186	0.0	0.0	
luck	0.09343711121732444	0.0	0.0	0.0	
luckily	0.0032219693523215325	0.0	0.0	0.0	
lucky	0.02577575481857226	0.0	0.0	0.0	
luckydogs	0.0032219693523215325	0.0	0.0	0.0	
lucy	0.0	0.0038291490663138186	0.0	0.0	
luggage	0.0	0.0	0.007071584234308427	0.0	
luhj	0.0	0.0038291490663138186	0.0	0.0	
luke	0.0032219693523215325	0.0	0.0	0.0	
lumific	0.0	0.0	0.014143168468616855	0.0	
luminas	0.0	0.0	0.007071584234308427	0.0	
lunch	0.0032219693523215325	0.0	0.0	0.0	
lurking	0.0016109846761607663	0.0019145745331569093	0.0	0.0	
lustyfan	0.0032219693523215325	0.0	0.0	0.0	
luxurious	0.0	0.0	0.007071584234308427	0.0	
luxury	0.0	0.0019145745331569093	0.02828633693723371	0.0	
luxuryliving	0.0	0.0	0.014143168468616855	0.0	
lv	0.0	0.0038291490663138186	0.0	0.0	
lvxvqk	0.0	0.0038291490663138186	0.0	0.0	
lw	0.0	0.0038291490663138186	0.0	0.0	
lwc	0.0	0.0038291490663138186	0.0	0.0	
lwv	0.0	0.0038291490663138186	0.0	0.0	
lydia	0.0016109846761607663	0.0	0.0035357921171542137	0.0	
lydiaday	0.01288787740928613	0.0	0.0	0.0	
lying	0.006443938704643065	0.0	0.0	0.0	
lynda	0.0032219693523215325	0.0	0.0	0.0	
lyndsay	0.0032219693523215325	0.0	0.0	0.0	
lyndsayctv	0.009665908056964597	0.0	0.0	0.0	
lynellecantwell	0.0	0.0	0.0	0.024723083363979048	
lynn	0.0	0.0038291490663138186	0.0	0.0	
lynseymeikle	0.01288787740928613	0.0	0.0	0.0	
lynx	0.0	0.007658298132627637	0.0	0.0	
lyrics	0.0	0.0	0.007071584234308427	0.0	
lz	0.0	0.011487447198941455	0.0	0.0	
lzx	0.0	0.0038291490663138186	0.0	0.0	
ma	0.0	0.0019145745331569093	0.0035357921171542137	0.0	
mac	0.0	0.0	0.02828633693723371	0.0	
macarons	0.0	0.0	0.0	0.024723083363979048	
macdonaldcasey	0.02899772417089379	0.0	0.0	0.0	
machine	0.0	0.0019145745331569093	0.0035357921171542137	0.0	
machines	0.0	0.0038291490663138186	0.0	0.0	
mackay	0.0	0.0	0.014143168468616855	0.0	
mackb	0.0032219693523215325	0.0	0.0	0.0	
mackinnon	0.006443938704643065	0.0	0.0	0.0	
maclaughlin	0.0032219693523215325	0.0	0.0	0.0	
macphun	0.0	0.0	0.014143168468616855	0.0	
mad	6.686190513703023E-4	7.946202264244032E-4	0.0014674863182735332	0.0	
madness	0.0	0.0038291490663138186	0.0035357921171542137	0.0	
madnessripleys	0.0	0.0	0.007071584234308427	0.0	
madonna	0.008054923380803831	0.0	0.007071584234308427	0.0	
magazine	0.0032219693523215325	0.0	0.0	0.0	
magazines	0.0	0.0	0.007071584234308427	0.0	
magic	0.0	0.007658298132627637	0.007071584234308427	0.0	
magical	6.686190513703023E-4	7.946202264244032E-4	0.0014674863182735332	0.0	
magicpictwittercomnrdthj	0.0	0.0038291490663138186	0.0	0.0	
magnificent	0.0	0.0038291490663138186	0.0	0.0	
magnitude	0.0	0.011487447198941455	0.0	0.0	
magnus	0.0	0.0038291490663138186	0.0	0.0	
magsafe	0.0	0.0	0.014143168468616855	0.0	
maija	0.0	0.0038291490663138186	0.0	0.0	
mail	0.006443938704643065	0.0	0.0	0.0	
mailboxes	0.0	0.0038291490663138186	0.0	0.0	
mailonline	0.0	0.0	0.007071584234308427	0.0	
mailorder	0.0	0.0	0.007071584234308427	0.0	
main	6.686190513703023E-4	0.0023838606792732095	0.0014674863182735332	0.0	
maine	0.0	0.0	0.007071584234308427	0.0	
mainland	0.0	0.007658298132627637	0.0	0.0	
maintains	0.0	0.0038291490663138186	0.0	0.0	
maintenance	0.0	0.0	0.007071584234308427	0.0	
maison	0.0	0.0038291490663138186	0.0	0.0	
maj	0.0	0.0	0.007071584234308427	0.0	
majestic	0.0	0.0038291490663138186	0.0	0.0	
major	0.0	0.0	0.0	0.0	
majormidget	0.0032219693523215325	0.0	0.0	0.0	
majornelson	0.0032219693523215325	0.0	0.0	0.0	
majorshockey	0.0032219693523215325	0.0	0.0	0.0	
majorsweettooth	0.0032219693523215325	0.0	0.0	0.0	
mak	0.0	0.0	0.007071584234308427	0.0	
makeithappy	0.0	0.0	0.007071584234308427	0.0	
makeover	0.0032219693523215325	0.0	0.0035357921171542137	0.0	
maker	0.0	0.0	0.02121475270292528	0.0	
makers	0.0	0.0	0.007071584234308427	0.0	
makeup	0.009665908056964597	0.0	0.0	0.0	
making	0.0	0.0	0.0	0.0	
makingadifference	0.0032219693523215325	0.0	0.0	0.0	
makingconnections	0.0032219693523215325	0.0	0.0	0.0	
male	0.0032219693523215325	0.0	0.0	0.0	
malfunction	0.0	0.0038291490663138186	0.0	0.0	
malkamania	0.0032219693523215325	0.0	0.0	0.0	
malkin	0.009665908056964597	0.0	0.0	0.0	
mall	0.0032219693523215325	0.0	0.0035357921171542137	0.0	
malls	0.0	0.0	0.007071584234308427	0.0	
mallzee	0.0	0.0	0.007071584234308427	0.0	
malnati	0.0	0.0	0.007071584234308427	0.0	
maltby	0.0032219693523215325	0.0	0.0	0.0	
man	0.0	0.0	0.0	0.0	
manage	0.0032219693523215325	0.0	0.0035357921171542137	0.0	
manageable	0.0	0.0	0.007071584234308427	0.0	
managed	0.0048329540284822985	0.0019145745331569093	0.0	0.0	
management	0.0	0.0	0.0035357921171542137	0.049446166727958096	
manager	0.0032219693523215325	0.0	0.01060737635146264	0.0	
managers	0.0032219693523215325	0.0	0.0	0.0	
managing	0.0032219693523215325	0.0	0.0	0.0	
mandates	0.0	0.0	0.007071584234308427	0.0	
mandatory	0.0016109846761607663	0.0	0.0	0.012361541681989524	
mandiemoon	0.0	0.007658298132627637	0.0	0.0	
mandybujold	0.0032219693523215325	0.0	0.0	0.0	
mangent	0.0	0.0	0.0	0.024723083363979048	
mango	0.0	0.0	0.0	0.024723083363979048	
manhattan	0.0	0.0038291490663138186	0.0	0.0	
manitoba	0.0	0.04594978879576582	0.0	0.0	
manitobamerv	0.0	0.0038291490663138186	0.0	0.0	
manitobas	0.0	0.0038291490663138186	0.0	0.0	
mannsus	0.0	0.007658298132627637	0.0	0.0	
mans	0.0032219693523215325	0.0	0.0	0.0	
mansion	0.0	0.0	0.014143168468616855	0.0	
manufactured	0.0032219693523215325	0.0	0.0	0.0	
manufacturer	0.0	0.0	0.02121475270292528	0.0	
manufacturers	0.0	0.0	0.007071584234308427	0.0	
manufacturing	0.0	0.0	0.02121475270292528	0.0	
map	0.0	0.011487447198941455	0.0	0.0	
maple	0.0016109846761607663	0.0019145745331569093	0.0	0.0	
mapleleafs	0.009665908056964597	0.007658298132627637	0.0	0.0	
mapleleafspictwittercomdvcp	0.0	0.0038291490663138186	0.0	0.0	
maps	0.0	0.0019145745331569093	0.017678960585771068	0.0	
mar	0.0032219693523215325	0.0	0.0	0.0	
marath	0.0	0.0	0.007071584234308427	0.0	
marathon	0.0032219693523215325	0.0	0.0	0.0	
marbled	0.0032219693523215325	0.0	0.0	0.0	
marc	0.0032219693523215325	0.0	0.0	0.0	
march	0.0	0.03254776706366746	0.045965297523004774	0.0	
marchbreak	0.0	0.0038291490663138186	0.0	0.0	
marchionne	0.0	0.0	0.007071584234308427	0.0	
marcia	0.0032219693523215325	0.0	0.0	0.0	
marco	0.0	0.0	0.007071584234308427	0.0	
marcusdipede	0.0032219693523215325	0.0	0.0	0.0	
marcvenemactv	0.0032219693523215325	0.0	0.0	0.0	
maria	0.0	0.0	0.0	0.024723083363979048	
marian	0.0	0.0038291490663138186	0.0	0.0	
marietta	0.0	0.0038291490663138186	0.0	0.0	
marijuana	0.0	0.0	0.007071584234308427	0.0	
marilyndenisctv	0.0032219693523215325	0.0	0.0	0.0	
mariolemieuxfdn	0.0032219693523215325	0.0	0.0	0.0	
maritimes	0.0	0.06892468319364874	0.0	0.0	
mark	0.0	0.0	0.0	0.0	
markbradleyhill	0.0	0.0038291490663138186	0.0	0.0	
market	0.0048329540284822985	0.0	0.06364425810877584	0.0	
marketers	0.0	0.0	0.007071584234308427	0.0	
marketing	0.0032219693523215325	0.0	0.02828633693723371	0.0	
markets	0.0	0.0	0.02121475270292528	0.0	
marketsquare	0.0032219693523215325	0.0	0.0	0.0	
markham	0.0	0.0	0.014143168468616855	0.024723083363979048	
markhamfire	0.0	0.0	0.0	0.024723083363979048	
markoldershaw	0.0	0.0	0.0	0.024723083363979048	
markraganceo	0.0032219693523215325	0.0	0.0	0.0	
marks	6.686190513703023E-4	0.0023838606792732095	0.0044024589548206	0.0	
markturley	0.006443938704643065	0.0	0.0	0.0	
marlies	0.006443938704643065	0.0	0.0	0.0	
marlin	0.0	0.0038291490663138186	0.0	0.0	
maroons	0.006443938704643065	0.0	0.0	0.0	
married	0.0	0.0	0.007071584234308427	0.0	
mars	0.0016109846761607663	0.0038291490663138186	0.0	0.0	
marselissubban	0.0032219693523215325	0.0	0.0	0.0	
marshalls	0.006443938704643065	0.0	0.0	0.0	
marshmallows	0.0032219693523215325	0.0	0.0	0.0	
marthastewartjr	0.006443938704643065	0.0	0.0	0.0	
marthastuartjr	0.0032219693523215325	0.0	0.0	0.0	
martian	0.0	0.0038291490663138186	0.0	0.0	
martians	0.0	0.0038291490663138186	0.0	0.0	
marty	0.0	0.0038291490663138186	0.0	0.0	
martynarnett	0.0	0.0038291490663138186	0.0	0.0	
marysarahmusic	0.0032219693523215325	0.0	0.0	0.0	
marznvg	0.0	0.0038291490663138186	0.0	0.0	
mascara	0.0032219693523215325	0.0	0.0	0.0	
mascot	0.0016109846761607663	0.0019145745331569093	0.0	0.0	
mask	0.0	0.0038291490663138186	0.0	0.0	
mason	0.0	0.0038291490663138186	0.0	0.0	
mass	0.0	0.0038291490663138186	0.0035357921171542137	0.0	
massage	0.0032219693523215325	0.0	0.0	0.0	
masses	0.0032219693523215325	0.0	0.0	0.0	
masseyhall	0.0	0.0	0.0	0.049446166727958096	
massive	0.0	0.0	0.0	0.0	
mast	0.0	0.007658298132627637	0.0	0.0	
master	0.0032219693523215325	0.0	0.0	0.0	
masterclass	0.0	0.0	0.007071584234308427	0.0	
mastering	0.0	0.0	0.014143168468616855	0.0	
masterpiece	0.0	0.0038291490663138186	0.0	0.0	
masterplanned	0.0	0.0	0.014143168468616855	0.0	
masters	0.0	0.0	0.007071584234308427	0.03708462504596857	
mat	0.0	0.0038291490663138186	0.0	0.0	
match	0.0032219693523215325	0.0	0.0	0.012361541681989524	
matches	0.0	0.0	0.0	0.024723083363979048	
matching	0.0032219693523215325	0.0	0.0	0.012361541681989524	
matchup	0.0032219693523215325	0.0	0.0	0.0	
matchups	0.0032219693523215325	0.0	0.0	0.0	
material	0.0	0.0	0.007071584234308427	0.0	
mathematical	0.0	0.007658298132627637	0.0	0.0	
matia	0.0032219693523215325	0.0	0.0	0.0	
matt	0.006443938704643065	0.0	0.0	0.012361541681989524	
mattel	0.0	0.0	0.007071584234308427	0.0	
matter	0.03544166287553686	0.0	0.0	0.0	
matters	0.0013372381027406046	7.946202264244032E-4	0.0014674863182735332	0.0	
matthew	0.0	0.0	0.007071584234308427	0.0	
mattlanter	0.0032219693523215325	0.0	0.0	0.0	
max	0.0032219693523215325	0.0	0.007071584234308427	0.0	
maximize	0.0	0.0	0.007071584234308427	0.0	
maxsw	0.0	0.0038291490663138186	0.0	0.0	
maxwell	0.006443938704643065	0.0	0.0	0.0	
mayor	0.0016109846761607663	0.0	0.0035357921171542137	0.0	
mb	0.0	0.007658298132627637	0.0	0.0	
mbstormpictwittercomkkmlq	0.0	0.0038291490663138186	0.0	0.0	
mbstormpictwittercomzgoxgsx	0.0	0.0038291490663138186	0.0	0.0	
mbtbxmo	0.0	0.0038291490663138186	0.0	0.0	
mccallion	0.0032219693523215325	0.0	0.0	0.0	
mcdcanada	0.006443938704643065	0.0	0.0	0.0	
mcdermit	0.0	0.0038291490663138186	0.0	0.0	
mcdonald	0.0	0.0	0.007071584234308427	0.0	
mcdonalds	0.0	0.0	0.007071584234308427	0.0	
mcdonaldscanada	0.0032219693523215325	0.0	0.0	0.0	
mcflurry	0.0032219693523215325	0.0	0.0	0.0	
mcgregor	0.0	0.0	0.007071584234308427	0.0	
mcmemcup	0.0032219693523215325	0.0	0.0	0.0	
mcmemorialcup	0.016109846761607663	0.0	0.0	0.0	
mcmurray	0.0	0.0	0.0035357921171542137	0.08653079177392667	
mcpherson	0.0	0.0	0.007071584234308427	0.0	
mcrechiolo	0.0032219693523215325	0.0	0.0	0.0	
mcveigh	0.0	0.0	0.0	0.024723083363979048	
mdc	0.0	0.0038291490663138186	0.0	0.0	
mdem	0.0	0.0	0.0	0.07416925009193714	
mdho	0.0	0.0038291490663138186	0.0	0.0	
mdorazio	0.006443938704643065	0.0	0.0	0.0	
mdvdach	0.0	0.0038291490663138186	0.0	0.0	
mdwzd	0.0	0.0038291490663138186	0.0	0.0	
meagre	0.0	0.0	0.007071584234308427	0.0	
meal	0.006443938704643065	0.0	0.0	0.012361541681989524	
meals	0.0	0.0	0.007071584234308427	0.0	
meaning	0.009665908056964597	0.0	0.0	0.0	
meaningful	0.0	0.0	0.0	0.024723083363979048	
meant	6.686190513703023E-4	7.946202264244032E-4	0.0014674863182735332	0.0	
meanwhileoninstagram	0.0	0.0038291490663138186	0.0	0.0	
measpencer	0.0032219693523215325	0.0	0.0	0.0	
measure	0.0	0.007658298132627637	0.0	0.0	
measures	0.0	0.0	0.007071584234308427	0.0	
meatball	0.0032219693523215325	0.0	0.0	0.0	
meatnpotatoes	0.0032219693523215325	0.0	0.0	0.0	
mechanical	0.0	0.0038291490663138186	0.0	0.0	
med	0.0032219693523215325	0.0	0.0	0.0	
medal	0.02577575481857226	0.0	0.0	0.0	
medals	0.0032219693523215325	0.0	0.0	0.0	
meday	0.0032219693523215325	0.0	0.0	0.0	
media	0.006017571462332721	0.0015892404528488064	0.013207376864461799	0.0	
mediapictwittercoms	0.0	0.0038291490663138186	0.0	0.0	
mediated	0.0	0.0	0.007071584234308427	0.0	
medical	6.686190513703023E-4	0.0	0.0029349726365470665	0.010261006693848246	
medication	0.0	0.0	0.007071584234308427	0.0	
medieval	0.0	0.0038291490663138186	0.0	0.0	
medium	0.006443938704643065	0.0	0.007071584234308427	0.0	
meds	0.0016109846761607663	0.0	0.0	0.012361541681989524	
mee	0.0	0.0	0.007071584234308427	0.0	
meerkat	0.0	0.0	0.04242950540585056	0.0	
meet	0.0033430952568515118	0.0023838606792732095	0.0029349726365470665	0.0	
meeting	0.016109846761607663	0.0057437235994707275	0.0	0.0	
meetings	0.0032219693523215325	0.0	0.0	0.0	
meets	0.0	0.0	0.007071584234308427	0.0	
megan	0.0	0.0038291490663138186	0.0	0.0	
megandubas	0.0032219693523215325	0.0	0.0	0.0	
megankyliie	0.006443938704643065	0.0	0.0	0.0	
meghwtk	0.0	0.0038291490663138186	0.0	0.0	
megsemple	0.0	0.0	0.0	0.024723083363979048	
meidaytwn	0.0	0.05743723599470728	0.0	0.0	
meidaytwnpictwittercomkcnmxu	0.0	0.0038291490663138186	0.0	0.0	
mel	0.0	0.011487447198941455	0.0	0.0	
melaniereddy	0.0	0.0038291490663138186	0.0	0.0	
melbourne	0.0	0.0	0.007071584234308427	0.0	
melch	0.0032219693523215325	0.0	0.0	0.0	
melissa	0.0032219693523215325	0.0	0.0	0.0	
melissaashley	0.016109846761607663	0.0	0.0	0.0	
melissagrelo	0.006443938704643065	0.0	0.0	0.0	
mellief	0.0	0.0038291490663138186	0.0	0.0	
mellon	0.0032219693523215325	0.0	0.0	0.0	
melovecoffee	0.0032219693523215325	0.0	0.0	0.0	
melsammut	0.022553785466250725	0.0	0.0	0.0	
melt	0.0	0.011487447198941455	0.0	0.0	
melting	0.0	0.0	0.0	0.024723083363979048	
melts	0.0	0.0038291490663138186	0.0	0.0	
member	0.01288787740928613	0.0	0.0035357921171542137	0.0	
members	0.0013372381027406046	0.0015892404528488064	0.0	0.005130503346924123	
membership	0.009665908056964597	0.0	0.0	0.0	
memorabilia	0.0032219693523215325	0.0	0.0	0.0	
memorial	0.0032219693523215325	0.0	0.0	0.0	
memorialcup	0.01288787740928613	0.0	0.0	0.0	
memories	0.008054923380803831	0.0	0.0035357921171542137	0.0	
memory	0.0032219693523215325	0.0038291490663138186	0.0	0.0	
men	0.002674476205481209	0.0015892404528488064	0.0044024589548206	0.0	
mennonite	0.0032219693523215325	0.0	0.0	0.0	
menorca	0.0	0.0	0.007071584234308427	0.0	
mens	0.022553785466250725	0.0	0.0	0.0	
mental	0.009665908056964597	0.0	0.0	0.0	
mentalhealth	0.016109846761607663	0.0038291490663138186	0.0	0.0	
mentally	0.0016109846761607663	0.0	0.0	0.012361541681989524	
mention	0.022553785466250725	0.0	0.0	0.0	
mentions	0.0	0.0	0.014143168468616855	0.0	
mentor	0.009665908056964597	0.0	0.0	0.0	
mentors	0.006443938704643065	0.0	0.0	0.0	
menu	0.0032219693523215325	0.0	0.0	0.012361541681989524	
mercedes	0.006443938704643065	0.0	0.0	0.0	
mercedesbenz	0.0032219693523215325	0.0	0.0	0.0	
mercer	0.0	0.0	0.007071584234308427	0.0	
merch	0.0	0.0038291490663138186	0.0	0.0	
merchan	0.0	0.0	0.007071584234308427	0.0	
merchandise	0.0	0.0	0.007071584234308427	0.0	
merci	0.0032219693523215325	0.0	0.0	0.0	
mercilukepictwittercomttlkgbaoqf	0.0	0.0038291490663138186	0.0	0.0	
mercury	0.0	0.0038291490663138186	0.0	0.0	
merging	0.0016109846761607663	0.0	0.0035357921171542137	0.0	
mermaid	0.0032219693523215325	0.0	0.0	0.0	
mermaidparade	0.0032219693523215325	0.0	0.0	0.0	
merry	0.016109846761607663	0.0	0.0	0.0	
merrychristmas	0.01288787740928613	0.0	0.0	0.0	
mers	0.0	0.0	0.0	0.024723083363979048	
mese	0.0	0.0	0.014143168468616855	0.0	
mesmerizing	0.0	0.0019145745331569093	0.0035357921171542137	0.0	
mess	0.0	0.0057437235994707275	0.0035357921171542137	0.0	
message	0.0	0.0	0.0	0.0	
messages	0.0048329540284822985	0.0	0.007071584234308427	0.0	
messaging	0.0	0.0	0.014143168468616855	0.0	
messed	0.0032219693523215325	0.0	0.0	0.0	
messenger	0.0	0.0	0.007071584234308427	0.0	
messy	0.0	0.0612663850610211	0.0035357921171542137	0.0	
met	0.009665908056964597	0.0019145745331569093	0.0	0.0	
metabolism	0.0032219693523215325	0.0	0.0	0.0	
meteomedia	0.0	0.007658298132627637	0.0	0.0	
meteoqc	0.0	0.015316596265255274	0.0	0.0	
meteoqcpictwittercomcx	0.0	0.0038291490663138186	0.0	0.0	
meteoqcpictwittercomdbtayzvh	0.0	0.0038291490663138186	0.0	0.0	
meteoqcpictwittercomlmq	0.0	0.0038291490663138186	0.0	0.0	
meteoqcpictwittercomsixkg	0.0	0.0038291490663138186	0.0	0.0	
meteoqcpictwittercomvlszioacvd	0.0	0.0038291490663138186	0.0	0.0	
meteoqcpictwittercomyzglkhdvie	0.0	0.0038291490663138186	0.0	0.0	
meteoqcpictwittercomzt	0.0	0.0038291490663138186	0.0	0.0	
meteor	0.0	0.015316596265255274	0.0	0.0	
meteorological	0.0	0.011487447198941455	0.0	0.0	
meteorologist	0.0	0.007658298132627637	0.0	0.0	
meteorologists	0.0	0.011487447198941455	0.0	0.0	
meteorology	0.0	0.0038291490663138186	0.0	0.0	
meter	0.0032219693523215325	0.0	0.0	0.0	
meters	0.0	0.007658298132627637	0.0	0.0	
methane	0.0	0.007658298132627637	0.0	0.0	
metime	0.0032219693523215325	0.0	0.0	0.0	
metispictwittercomgtpqmezupm	0.0	0.0038291490663138186	0.0	0.0	
metres	0.0	0.0038291490663138186	0.0	0.0	
metro	0.0	0.0	0.007071584234308427	0.0	
metrogate	0.0	0.0	0.007071584234308427	0.0	
metrus	0.0	0.0	0.007071584234308427	0.0	
mets	0.0	0.0038291490663138186	0.0	0.0	
mews	0.0	0.0	0.007071584234308427	0.0	
mexican	0.0016109846761607663	0.0038291490663138186	0.0	0.0	
mexico	0.0016109846761607663	0.0019145745331569093	0.0	0.0	
mflnh	0.0	0.0038291490663138186	0.0	0.0	
mflzkt	0.0	0.0038291490663138186	0.0	0.0	
mfp	0.0	0.0038291490663138186	0.0	0.0	
mfqvn	0.0	0.0038291490663138186	0.0	0.0	
mgr	0.0016109846761607663	0.0019145745331569093	0.0	0.0	
mh	0.0	0.0	0.0	0.024723083363979048	
mhaffnerexo	0.01288787740928613	0.0	0.0	0.0	
mhgolf	0.0	0.0038291490663138186	0.0	0.0	
mhoffy	0.0032219693523215325	0.0	0.0	0.0	
mhquj	0.0	0.0038291490663138186	0.0	0.0	
mhs	0.0	0.0038291490663138186	0.0	0.0	
mi	0.0	0.0038291490663138186	0.014143168468616855	0.0	
miazgapictwittercomxfn	0.0	0.0038291490663138186	0.0	0.0	
mice	0.0032219693523215325	0.0	0.0	0.0	
michael	0.0013372381027406046	7.946202264244032E-4	0.005869945273094133	0.0	
michaelhdavies	0.0	0.007658298132627637	0.0	0.0	
michaelkors	0.01288787740928613	0.0	0.0	0.0	
michellemackey	0.0	0.0038291490663138186	0.0	0.0	
micheluttia	0.009665908056964597	0.0	0.0	0.0	
michigans	0.0	0.0038291490663138186	0.0	0.0	
mickey	0.0032219693523215325	0.0	0.0	0.0	
mickmccabe	0.0032219693523215325	0.0	0.0	0.0	
micro	0.0	0.0	0.007071584234308427	0.0	
microdermabrasion	0.0032219693523215325	0.0	0.0	0.0	
microsoft	0.0	0.0	0.12021693198324326	0.0	
microsoftowned	0.0	0.0	0.007071584234308427	0.0	
microuni	0.0	0.0	0.007071584234308427	0.0	
microunit	0.0	0.0	0.007071584234308427	0.0	
microunits	0.0	0.0	0.007071584234308427	0.0	
mid	0.0	0.0	0.007071584234308427	0.0	
midapril	0.0	0.0	0.007071584234308427	0.0	
midday	0.0032219693523215325	0.0	0.0	0.0	
middle	0.0020058571541109065	7.946202264244032E-4	0.0029349726365470665	0.0	
middlesex	0.0	0.0038291490663138186	0.0	0.0	
midgame	0.0032219693523215325	0.0	0.0	0.0	
midland	0.0	0.007658298132627637	0.0	0.0	
midlayers	0.0	0.0	0.007071584234308427	0.0	
midmonth	0.0	0.0	0.014143168468616855	0.0	
midnight	0.0016109846761607663	0.0019145745331569093	0.0	0.0	
midrange	0.0	0.0	0.014143168468616855	0.0	
midteens	0.0	0.0038291490663138186	0.0	0.0	
midterms	0.0032219693523215325	0.0	0.0	0.0	
midtown	0.0	0.0	0.02121475270292528	0.0	
midweek	0.0048329540284822985	0.015316596265255274	0.0	0.0	
mighty	0.0	0.011487447198941455	0.0	0.0	
migrate	0.0032219693523215325	0.0	0.0	0.0	
migrating	0.0	0.0038291490663138186	0.0	0.0	
mii	0.0	0.0038291490663138186	0.0	0.0	
mike	0.002674476205481209	7.946202264244032E-4	0.0029349726365470665	0.0	
mikebenjamins	0.0032219693523215325	0.0	0.0	0.0	
mikegentiletwn	0.0	0.0038291490663138186	0.0	0.0	
mikegervais	0.032219693523215326	0.0	0.0	0.0	
mikepols	0.0032219693523215325	0.0	0.0	0.0	
mikeposner	0.0032219693523215325	0.0	0.0	0.0	
mikeymurphy	0.0	0.0038291490663138186	0.0	0.0	
mikeypereira	0.0032219693523215325	0.0	0.0	0.0	
mikeysch	0.0032219693523215325	0.0	0.0	0.0	
mil	0.0	0.0	0.007071584234308427	0.0	
mild	0.0	0.06509553412733492	0.0	0.0	
mildwild	0.0	0.0038291490663138186	0.0	0.0	
miles	0.0032219693523215325	0.0	0.0	0.0	
